Company,Year,Url,Claim,Accusation,Company_description,Type,certificates,
Repsol,2023,https://www.asa.org.uk/rulings/repsol-sa-a23-1185942-repsol-sa.html,"""At Repsol, we are developing biofuels and synthetic fuels to achieve net zero emissions""","We acknowledged Repsol’s comment that there is no single solution for sustainability, and that renewable fuels are one element in the company’s strategy to reach net zero by 2050. However, while we agreed that synthetic fuels and biofuels could contribute towards Repsol’s goal of achieving net zero emissions, they would not as a single measure ‘achieve’ net zero emissions. We also considered that in the context of an ad making a claim based on initiatives to achieve net zero, the timeframe of 2050 to achieve that goal was material information that needed to be made clear to consumers. In the absence of any contextual information explaining that the initiative was part of a wider plan to achieve net zero by 2050, we concluded that the basis of the claim “At Repsol, we are developing biofuels and synthetic fuels to achieve net zero emissions” was not clear and it was likely to mislead as a result. On this point, the ad breached CAP Code (Edition 12) rule 3.1, 3.11 (Misleading Advertising), and 11.1 (Environmental Claims).","Repsol, S.A. operates as a multi-e energy company worldwide. Its Upstream segment engages in the exploration, development, and production of crude oil and natural gas reserves, as well as develops low-carbon geological solutions. The company's Industrial segment is involved in refining activities and petrochemicals business; the trading, transport, and sale of crude oil, natural gas, and fuels; and development of hydrogen, biomethane, sustainable biofuels, and synthetic fuels. Its Customer segment is involved in mobility; and sale of fuel products, electricity and gas, lubricants, and other specialties. The company's Low-Carbon Generation segment engages in the low-emissions electricity generation and renewable sources. The company also offers asphalt products; installs, operates, and manages service stations; provides maritime services; constructs and operates oil refineries; explores and produces hydrocarbons; offers human resource; distributes and supplies electricity; and develops new energy projects, solar, and wind projects, as well as produces and sells chemical products and lubricants. In addition, it is involved in fuel and special products sale, research, trading and transport, insurance and reinsurance, safety, and financing activities; development of production processes, storage, transport, use, consumption, and transformation of hydrogen; decarbonization activities; and promotion, design, construction, and operation of molecular recycling facilities. Further, the company produces synthetic oil cloths; and invests in liquefaction plant project. The company was formerly known as Repsol YPF, S.A. and changed its name to Repsol, S.A. in May 2012. Repsol, S.A. was founded in 1927 and is headquartered in Madrid, Spain.",greenwash,,
Petronas,2023,https://www.fnlondon.com/articles/shell-petronas-repsol-ads-banned-over-greenwashing-20230607,"TV ad for Petronas in which it claimed to be a ""progressive energy and solutions partner, enriching lives for a sustainable future""",The ASA criticized the ad for creating a misleading impression of Petronas's environmental contributions while their primary business continued to focus on oil and gas production.,"PETRONAS Gas Berhad, together with its subsidiaries, engages in separating natural gas into components and storing, transporting, distributing, and selling such components to industrial utilities in Malaysia. The company operates through four segments: Gas Processing, Gas Transportation, Regasification, and Utilities. The Gas Processing segment processes natural gas into sales gas and other by-products, such as ethane, propane, and butane. The Gas Transportation segment engages in the transportation of processed gas to shippers end customers; and offers operation and maintenance services. The Regasification segment engages in the regasification of liquefied natural gas (LNG), as well as provides LNG reloading, truck loading, and gassing up and cooling down services. The Utilities segment manufactures, markets, and supplies industrial utilities to petrochemical plants and surrounding industries. This segment offers electricity and steam, industrial gases, and treated water, as well as operations and maintenance services. It also constructs, owns, and operates power plants for the generation of electricity. The company was incorporated in 1983 and is based in Kuala Lumpur, Malaysia. PETRONAS Gas Berhad is a subsidiary of Petroliam Nasional Berhad.",greenwash,,
AirFrance,2023,https://www.bbc.com/news/business-67625200,"claims it enables people to ""travel better and sustainably""",,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services and aircraft maintenance in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through Network, Maintenance, Transavia, and Other segments. It also offers airframe maintenance, electronic, mechanical, pneumatic, hydraulic, and other services. The company was founded in 1919 and is headquartered in Paris, France.",greenwash,,
Alpro,2020,https://www.asa.org.uk/rulings/alpro--uk--ltd-a20-1081249-alpro--uk--ltd.html,"A poster for Alpro seen on the side of a bus on 18 October 2020, included text on the left-hand side which stated “NEXT STOP. YOUR RECIPE TO A HEALTHIER PLANET!”. On the right-hand side, text stated “GOOD FOR THE PLANET” and “GOOD FOR YOU”.","We acknowledged that Alpro had provided analysis in order to demonstrate the environmental impact of two of the three featured products across their lifecycle. We noted that the analysis provided in relation to Alpro’s oat drink did not assess the environmental impact of that product’s entire lifecycle, including, for example transport, packaging and retail. However, because we considered it was not clear what the basis of the claim “GOOD FOR THE PLANET” was, we concluded the ad was misleading and breached the Code. The ad breached CAP Code (Edition 12) rules 3.1 (Misleading advertising), 3.9 (Qualification) and 11.1 (Environmental claims).","Alpro is the European pioneer in soy-based products. For more than 25 years, Alpro has been championing health & wellness and a more sustainable way of producing tasty products that conserve the soy beans unique nutritional value. Today, Alpro is the pan-European market leader in branded soy food products with the brands Alpro (R) and",greenwash,,
Tesco,2021,https://www.asa.org.uk/rulings/tesco-stores-ltd-g21-1128264-tesco-stores-ltd.html,"The website www.tesco.com, on the groceries page stated, “We’ve lowered the price of dozens of Plant Chef products Because a little swap is good for your pocket and even better for the planet”. Underneath an image of a woman eating a burger, text stated “As a nation, if we swapped beef for a plant-based alternative just 1 out of 5 times, the amount of CO2 emissions we could save would be the equivalent to driving 27 billion fewer miles in a car!”","Because we had not seen evidence in relation to ads (a) to (f) that demonstrated that Plant Chef products could make a positive environmental difference to the planet compared to their meat equivalents, nor had we seen evidence for the full life cycle of the Plant Chef burger, we concluded the claims regarding their positive benefits to the planet had not been substantiated and were likely to mislead. Ads (a) and (c) breached BCAP Code rules 3.1  3.2  3.9 (Misleading advertising) and 9.2  9.4 and 9.5 (Environmental claims).","Tesco PLC, together with its subsidiaries, operates as a grocery retailer in the United Kingdom, Republic of Ireland, the Czech Republic, Slovakia, and Hungary. It offers grocery products through its stores, as well as online. The company is also involved in the food and drink wholesaling activities. In addition, it provides banking and insurance, and mobile operating services. Further, the company operates a network of one stop convenience stores; and offers data science, technology, software, and consultancy services. Tesco PLC was founded in 1919 and is based in Welwyn Garden City, the United Kingdom.",greenwash,,
Tesco,2021,https://www.asa.org.uk/rulings/tesco-stores-ltd-g21-1128264-tesco-stores-ltd.html," The TV ad featured a woman about to eat a burger while watching television. The programme she was watching said, “The planet is continuing to warm” after which the voice-over said, “Now that’s not what Zoe likes to hear, but she’s gonna roll up her sleeves and do her bit […] and there it is, a delicious Tesco plant chef burger. We’ve lowered the price of dozens of our Plant Chef products because a little swap can make a difference to the planet.”","Beneath the image of the woman eating a Plant Chef burger, ad (f) stated “As a nation, if we swapped beef for a plant-based alternative just 1 out of 5 times, the amount of CO2 emissions we could save would be the equivalent to driving 27 billion fewer miles in a car!” We recognised that information suggested a more general premise that swapping meat for a plant-based diet generally was better for the environment. However, we considered the focus of all the ads was to promote the Tesco Plant Chef range, as highlighted by the claim that “We’ve lowered the price of dozens of Plant Chef products”, rather than to promote a move to eating a more plant-based diet generally. Because we considered the ads implied that switching to products in the Plant Chef range would positively affect the environment, we expected to see evidence that that was the case based on the full life cycle of the Plant Chef burger in comparison with a meat burger. However, we understood that Tesco did not hold any evidence in relation to the full lifecycle of any of the products in the Plant Chef range, or of the burger featured in the ads. We were therefore unable to assess the product’s total environment impact over its life cycle compared with that of a meat burger.","Tesco PLC, together with its subsidiaries, operates as a grocery retailer in the United Kingdom, Republic of Ireland, the Czech Republic, Slovakia, and Hungary. It offers grocery products through its stores, as well as online. The company is also involved in the food and drink wholesaling activities. In addition, it provides banking and insurance, and mobile operating services. Further, the company operates a network of one stop convenience stores; and offers data science, technology, software, and consultancy services. Tesco PLC was founded in 1919 and is based in Welwyn Garden City, the United Kingdom.",greenwash,,
ArlaFoods,2016,https://www.asa.org.uk/rulings/arla-foods-ltd-a16-366513.html,A local press ad for Arla organic farm milk seen on 30 November 2016 included text which stated “Good for the land” and smaller text underneath stating “helping support a more sustainable future.”,"The ASA considered that consumers would interpret the claim “Good for the land … helping to support a more sustainable future” to mean that the production of the advertised organic farm milk was undertaken in such a way that it would have an overall positive impact on the environment, taking into account its full life cycle. We acknowledged that Arla had provided evidence regarding the organic farming methods used and that they believed this was more sustainable than non-organic farming. However, we did not consider they had.  substantiated that organic milk production had an overall positive impact on the environment, taking into account its full life cycle. We therefore concluded that the claim was misleading. The ad breached CAP Code (Edition 12) rules    (Misleading advertising),  (Substantiation),  and  (Environmental Claims).",",Arla Foods Group is a Danish-Swedish multinational co-operative based in Viby  Denmark. It is the fifth biggest dairy company in the world and the largest producer of dairy products in Scandinavia and United Kingdom.[4][5] Arla Foods was formed as the result of a merger between the Swedish dairy co-operative Arla and the Danish dairy company MD Foods on 17 April 2000. The name Arla derives from the same word as the English word 'early' and is an archaic Swedish term for 'early (in the morning)'.""",greenwash,,
Brewdog,2023,https://www.asa.org.uk/rulings/brewdog-plc-g23-1210353-brewdog-plc.html,"an Instagram post by Brewdog, published on 31 July 2023, featured an image of a poster, containing a childlike drawing of Earth covered in flames. Text accompanying the drawing stated “drink it for me” in the style of a child’s handwriting. Text on the other half of the poster stated “BEER FOR YOUR GRANDCHILDREN”, alongside an image of Brewdog Punk IPA Lager, and a badge with the text “Positive Planet CERTIFIED CARBON NEGATIVE COMPANY”. The caption stated “Beer for your Grandchildren. From the World’s First Carbon Negative brewery. Find out how we’re working to ensure we have a planet to enjoy beer on via the link in our bio”.","However, we considered that there was no information provided in the ad which explained the basis of Brewdog’s “carbon negative” accreditation or the claim “BEER FOR YOUR GRANDCHILDREN”. Although we acknowledged that the ad referred consumers to a link for the Brewdog website which contained further information about their carbon reduction and offsetting project, we considered that the ad itself did not include information which explained the basis of the claim. Without that information, we considered that consumers would not have sufficient information to understand the basis of the environmental claims in the ad. We also noted the inclusion of the Positive Planet carbon negative badge within the image of the poster. Again, we considered that was not sufficient to make the basis of the environmental claim clear because it did not provide information in the ad on the basis for the “carbon negative” claim. We acknowledged Brewdog’s argument that, owing to space and functionality constraints, it was standard practice to direct consumers to links housed in the “bio” for further information. The claims appeared in an Instagram post, the caption of which was limited to 2,200 characters. We therefore did not consider the ad to be limited by space, and in any case, we considered the use of a completely unqualified “carbon negative” claim would be likely to mislead. Because there was no qualifying information in the ad which outlined the basis for Brewdog’s “carbon negative” claim, we concluded that the ad was misleading.","Brewdog is the operator of a brewery and chain of pubs intended to offer alcoholic drinks. The company produces bottled and canned beers in a variety of styles such as ale, stout, Indian pale ale and some of which are also available in keg containers, providing customers with a variety of malt beverages such as beer and liquors.",greenwash,,
Equinor,2022,https://www.asa.org.uk/rulings/equinor-asa-a23-1204534-equinor-asa.html,"A national press ad for energy company Equinor, seen in June 2023, stated “Wind, oil, gas, carbon capture […]” and “IT’S ALL PART OF THE BROADER ENERGY PICTURE”. A footnote at the bottom of the ad stated “Equinor has been delivering energy solutions to the UK for 40 years, and we are now working to help the UK achieve a smooth energy transition […] we’re producing the oil and gas the UK needs now; and will be powering millions more homes with wind, capturing and storing carbon safely […]. It’s broad energy for a brighter future”.","While the ad was clear that the UK energy blend was in transition, it gave the overall impression that CCS and energy sourced from windfarms formed a significant proportion of Equinor’s business activities, alongside oil and gas. We therefore considered further information about the overall proportion of Equinor’s business model that comprised renewable energy and CCS was material information that should have been included. Because the ad did not include that information, we concluded it omitted significant information and was  therefore likely to mislead. The ad breached CAP Code (Edition 12) rules 3.1, 3.3 (Misleading advertising), and 11.1 (Environmental claims).","Equinor is a Norway-based integrated oil and gas company. It has been publicly listed since 2001, but the government retains a 67% stake. Operating primarily on the Norwegian Continental Shelf, the firm produced 2.1 million barrels of oil equivalent per day in 2023 (53% liquids) and ended 2023 with 5.2 billion barrels of proven reserves (49% liquids). Operations also include offshore wind, solar, oil refineries and natural gas processing, marketing, and trading.",greenwash,,
hsbc,2021,https://www.asa.org.uk/rulings/hsbc-uk-bank-plc-g21-1127656-hsbc-uk-bank-plc.html,"The poster featured an aerial image of waves crashing on a shore with text that stated ""Climate change doesn’t do borders. Neither do rising sea levels. That’s why HSBC is aiming to provide up to $1 trillion in financing and investment globally to help our clients transition to net zero”.","We acknowledged HSBC’s comments concerning the level of natural gas and oil production required in 2050, as stated by the IEA, and understood that some level of financing would be required for those activities. However, notwithstanding the reasons given for the continued financing of those industries, we considered that meant, despite the initiatives highlighted in the ads, that HSBC was continuing to significantly finance investments in businesses and industries that emitted notable levels of carbon dioxide and other greenhouse gasses. We did not consider consumers would know that was the case, and we therefore considered it was material information that was likely to affect consumers’ understanding of the ads’ overall message, and so should have been made clear in the ads. We concluded that the ads omitted material information and were therefore misleading.","HSBC Holdings plc provides banking and financial services worldwide. The company operates through Wealth and Personal Banking, Commercial Banking, and Global Banking and Markets segments. The Wealth and Personal Banking segment offers retail banking and wealth products, including current and savings accounts, mortgages and personal loans, credit and debit cards, and local and international payment services; and wealth management services comprising insurance and investment products, global asset management services, investment management, and private wealth solutions. This segment serves personal banking and high net worth individuals. The Commercial Banking segment provides credit and lending, treasury management, payment, cash management, commercial insurance, and investment services; commercial cards; international trade and receivables finance services; foreign exchange products; capital raising services on debt and equity markets; and advisory services. It serves small and medium sized enterprises, mid-market enterprises, and corporates. The Global Banking and Markets segment offers financing, advisory, and transaction services; and credit, rates, foreign exchange, equities, money markets, and securities services; and engages in principal investment activities. It serves government, corporate and institutional clients, and private investors. HSBC Holdings plc was founded in 1865 and is headquartered in London, the United Kingdom.",greenwash,,
hsbc,2021,https://www.asa.org.uk/rulings/hsbc-uk-bank-plc-g21-1127656-hsbc-uk-bank-plc.html,"The poster featured an image of tree growth rings with text that stated ""Climate changes doesn’t do borders. So in the UK, we’re helping to plant 2 million trees which will lock in 1.25 million tonnes of carbon over their lifetime"".","We acknowledged HSBC’s comments concerning the level of natural gas and oil production required in 2050, as stated by the IEA, and understood that some level of financing would be required for those activities. However, notwithstanding the reasons given for the continued financing of those industries, we considered that meant, despite the initiatives highlighted in the ads, that HSBC was continuing to significantly finance investments in businesses and industries that emitted notable levels of carbon dioxide and other greenhouse gasses. We did not consider consumers would know that was the case, and we therefore considered it was material information that was likely to affect consumers’ understanding of the ads’ overall message, and so should have been made clear in the ads. We concluded that the ads omitted material information and were therefore misleading.","HSBC Holdings plc provides banking and financial services worldwide. The company operates through Wealth and Personal Banking, Commercial Banking, and Global Banking and Markets segments. The Wealth and Personal Banking segment offers retail banking and wealth products, including current and savings accounts, mortgages and personal loans, credit and debit cards, and local and international payment services; and wealth management services comprising insurance and investment products, global asset management services, investment management, and private wealth solutions. This segment serves personal banking and high net worth individuals. The Commercial Banking segment provides credit and lending, treasury management, payment, cash management, commercial insurance, and investment services; commercial cards; international trade and receivables finance services; foreign exchange products; capital raising services on debt and equity markets; and advisory services. It serves small and medium sized enterprises, mid-market enterprises, and corporates. The Global Banking and Markets segment offers financing, advisory, and transaction services; and credit, rates, foreign exchange, equities, money markets, and securities services; and engages in principal investment activities. It serves government, corporate and institutional clients, and private investors. HSBC Holdings plc was founded in 1865 and is headquartered in London, the United Kingdom.",greenwash,,
pepsi,2022,https://www.asa.org.uk/rulings/pepsi-lipton-international-a21-1120048-pepsi-lipton-international.html,"A poster for Lipton Ice Tea seen on a bus shelter on 13 August 2021, featured headline text which stated “DELICIOUSLY REFRESHING, 100% RECYCLED*”. The asterisk linked to small text at the bottom of the poster that stated “Bottle made from recycled plastic, excludes cap and label”. The ad included pack shots of two Lipton Ice Tea bottles, with a recycling logo and the text “I’M 100% RECYCLED PLASTIC” visible.","The ASA considered consumers would understand the claim “100% RECYCLED*” alongside images of the bottle with the label and cap to mean that all components of the Lipton Ice Tea bottle (i.e. the bottle, cap and label) were made entirely from recycled materials.We acknowledged the ad stated “Bottle made from recycled plastic, excludes cap and label”. However, we considered that wording appeared in very small text in the left-hand bottom corner of the ad, and therefore it could be overlooked. Notwithstanding that, we considered that even if some consumers had seen the qualification, because the cap and label were not made from recycled materials, and the overall impression they created was that all parts of the bottle were made entirely from recycled materials, the qualification was insufficient to counter that impression. Because the overall impression of the ad was that all components of the bottle were made entirely from recycled materials when that was not the case, we concluded that the claim “100% RECYCLED*” was misleading. The ad breached CAP Code (Edition 12) rules 3.1 (Misleading advertising), 3.7 (Substantiation), 3.9 (Qualification) and 11.3 (Environmental claims).","PepsiCo, Inc. engages in the manufacture, marketing, distribution, and sale of various beverages and convenient foods worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It provides dips, cheese-flavored snacks, and spreads, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; dairy products; and sparkling water makers and related products, as well as distributes alcoholic beverages under Hard MTN Dew brand. The company offers its products primarily under the Lay's, Doritos, Fritos, Tostitos, BaiCaoWei, Cheetos, Cap'n Crunch, Life, Pearl Milling Company, Gatorade, Pepsi-Cola, Mountain Dew, Quaker, Rice-A-Roni, Aquafina, Bubly, Emperador, Diet Mountain Dew, Diet Pepsi, Gatorade Zero, Crush, Propel, Dr Pepper, Schweppes, Marias Gamesa, Ruffles, Sabritas, Saladitas, Tostitos, 7UP, Diet 7UP, H2oh!, Manzanita Sol, Mirinda, Pepsi Black, Pepsi Max, San Carlos, Toddy, Walkers, Chipsy, Kurkure, Sasko, Spekko, White Star, Smith's, Sting, SodaStream, Lubimyj Sad, Agusha, Chudo, Domik v Derevne, Lipton, and other brands. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is based in Purchase, New York.",greenwash,,
hyundai,2021,https://www.asa.org.uk/rulings/hyundai-motor-uk-ltd-g22-1147624-hyundai-motor-uk-ltd.html,"A website for Hyundai, included text which stated “All-New NEXO” and “Introducing the next generation of fuel cell vehicles: All-New NEXO. A car so beautifully clean, it purifies the air as it goes”.","The ASA considered that the claim “A car so beautifully clean, it purifies the air as it goes” would be understood to mean that the car overall had negligible environmental impact and would remove impurities from the air as it was driven, such that no impurities caused by driving it would remain in the air. The complainant had raised concerns because they understood that, although the car would not release exhaust fumes like a traditional combustion engine, it would still release particulates as a result of brake and tyre wear. We acknowledged that there were air filtration systems in place within the Hyundai NEXO, which would filter the air before it was used in its hydrogen fuel cell. However, we understood particulates from brake and type wear would still be released into the air and would not necessarily be removed by the car, unless they happened to pass through its air filtration system. We understood that particulates from brake and tyre wear were a significant source of air pollution from vehicle use. Because we considered the claim “A car so beautifully clean, it purifies the air as it goes”, as it was likely to be understood by consumers, had not been adequately substantiated, we concluded the ad was misleading. The ad breached CAP Code (Edition 12) rules 3.1 (Misleading advertising), 3.7 (Substantiation), 11.1  11.2 and 11.3 (Environmental claims).","Hyundai Motor Co (Hyundai) is an automobile company. The company designs, develops, manufactures and distributes cars, trucks, buses, SUVs, MPV and hydrogen vehicles; and chassis, powertrains and automotive parts. Hyundai also provides vehicle financing and credit card processing services. Hyundai markets products under Veloster, Venue, Azera, i40, Elantra, Tucson, Accent, Kona, Creta, Sonata, i20, and ix20, among others. The company strives to develop advanced technologies such as robotics and Advanced Air Mobility (AAM). It has operations in North America and South America, Asia Pacific, Europe, and other regions. The company has manufacturing facilities in the US, Russia, China, Korea, Turkey, India, Czech Republic and Brazil. Hyundai is headquartered in Seoul, South Korea.",greenwash,,
RBUKCommercial,2019,https://www.asa.org.uk/rulings/rb-uk-commercial-ltd-G19-1027991.html,"A TV ad for Dettol Spray Refills, featured an empty plastic kitchen cleaner bottle floating in the ocean. The bottle was grabbed by a hand as the scene cut to a man cleaning the bottle in a kitchen sink. The voice-over stated, “Could we do something about the waste we produce?” The man then refilled the plastic bottle with surface cleaner liquid from a refill pouch and the voice-over continued, “Could refilling our spray bottles be a start? Try new Dettol Spray Refills with 70% less plastic and see what it triggers”.","The BCAP Code stated that environmental claims should be based on the full life cycle of the advertised product or service, unless the ad stated otherwise. It also stated that claims that were based on only part of an advertised product or service’s life cycle must not mislead consumers about the product or service’s total environmental impact. We understood that the “with 70% less plastic” claim related only to the reduction in the amount of plastic used to produce the refill pouches compared to the bottles, but the ad did not make that clear. We noted that in contrast to the bottles, the refill pouches were not widely recyclable. In the context of an ad promoting a new product that was said to reduce plastic waste we considered, therefore, that this was material information that consumers needed in order not to be misled as to the product’s total environmental impact. We welcomed Dettol’s willingness to make changes to the ad. However, because the ad omitted material information regarding the product’s total environmental impact, we concluded that it was likely to mislead. The ad breached BCAP code rules 3.1, 3.2 (Misleading advertising), 9.5 and 9.8 (Environmental claims).","Manufactures of shelves and storage products intended for wholesalers, retailers, independent DIY and hardware stores. The company is engaged in the manufacturing and distribution of shelves, storage and shopfitting products, thereby enabling its clients to be provided with quality and innovative storage solutions at a competitive price.",greenwash,,
uniqlo,2023,https://www.uniqlo.com/jp/en/contents/sustainability/planet/clothes_recycling/re-uniqlo/material/,"A NEW LIFE FOR UNIQLO CLOTHING. “RE.UNIQLO” is a framework that helps maximize the utility of the clothing we make, contributing to a circular society. “REDUCE” used clothing disposal by extending the lifespan of each garment. “REUSE” clothing with new purposes. “RECYCLE” clothing into new products and materials. Clothing has the power to change the future. None of this can happen without your help. Please bring any UNIQLO items you no longer need to a RE.UNIQLO recycling box.","As part of their Re.Uniqlo programme, if you take your unwanted clothes back into Uniqlo stores in Japan, they'll burn them - yes, you read that right. Clothes they deem unwearable will be transformed into solid pellets and used as industrial fuel. They claim this substitutes fossil fuels, until you remember the majority of Uniqlo's clothes are already made from fossil fuels. Burning clothing waste for energy is not a good thing to be incentivising, both from an emissions and circularity perspective, still less when Uniqlo are using this to greenwash.","UNIQLO is an international clothing retailer that has a specialized knack for designing apparel that lasts. The simple, basics-inspired clothing created at UNIQLO continues to be successful trend cycle after trend cycle, season after season. The company was founded in Japan in 1984. UNIQLO was created with a unique business model called the SPA manufacturer retailer model. With this model, a company controls the whole process of clothing retail product planning and production to distribution and marketing. UNIQLO is owned by Fast Retailing, based in Japan.",greenwash,,
evian,2023,https://www.beuc.eu/sites/default/files/publications/BEUC-X-2023-143_Unbottling_greenwashing_Identified_practices.pdf#page=0.50,"“ 100% recycled bottle"" accompanied by an asterisk after the claim, leading to text in smaller print on the back of the bottle, specifying “This bottle is made from 100% recycled plastic, so the colour of the bottle may vary. Caps and label don’t yet contain recycled plastic. 100% recyclable. Please recycle.”","This depiction of plastic bottle recycling is far from living up to either the current reality or even future potential of the plastic recycling system: used plastic bottles do not and cannot become new plastic bottles in an infinite loop. Even if they could, it would not mean that plastic beverage bottles are an environmentally neutral or “sustainable” product: they still have an overwhelmingly negative impact on the environment compared to tap water and use of refillable bottles.","Evian is a French brand that bottles mineral water from several sources near Évian-les-Bains, on the south shore of Lake Geneva. Today, Evian is owned by Danone, a French multinational corporation. In addition to the mineral water, Danone Group uses the Evian name for a line of organic skin care products alongside a luxury resort in France.",greenwash,,
henniez,2023,https://www.beuc.eu/sites/default/files/publications/BEUC-X-2023-143_Unbottling_greenwashing_Identified_practices.pdf#page=0.50,"“I am made of 100% rPet” accompanied by an asterisk after the claim, leading to text in smaller print below claim, stating that “rPET = recycled PET”.","This depiction of plastic bottle recycling is far from living up to either the current reality or even future potential of the plastic recycling system: used plastic bottles do not and cannot become new plastic bottles in an infinite loop. Even if they could, it would not mean that plastic beverage bottles are an environmentally neutral or “sustainable” product: they still have an overwhelmingly negative impact on the environment compared to tap water and use of refillable bottles.","Sources Minerales Henniez SA processes, bottles, and sells mineral water and carbonated beverages. The Company sells its products under the Henniez, Granini, and Fruitastic names. Henniez distributes other brands such as Virgin Ice Tea and Cola, Vichy Celestins, and St-Yorre.",greenwash,,
levissima,2023,https://www.beuc.eu/sites/default/files/publications/BEUC-X-2023-143_Unbottling_greenwashing_Identified_practices.pdf#page=0.50,“Bottle with 100% recycled plastic R-PET”,"This depiction of plastic bottle recycling is far from living up to either the current reality or even future potential of the plastic recycling system: used plastic bottles do not and cannot become new plastic bottles in an infinite loop. Even if they could, it would not mean that plastic beverage bottles are an environmentally neutral or “sustainable” product: they still have an overwhelmingly negative impact on the environment compared to tap water and use of refillable bottles.","Levissima+ is one of the Sanpellegrino Group's mineral waters, recognized as the archetype of water and symbol of purity in Italy. Sanpellegrino is the most significant brand in the beverage sector in Italy, thanks to a rich portfolio of mineral waters, nonalcoholic aperitifs, cold drinks, and teas. Its products are present in over 150 countries through branches and distributors spread across five continents. Part of the Nestlé Group, and a world-class leader in nutrition, health, and wellness, Sanpellegrino has always been committed to preserving and enhancing water, assuming responsibility and passion to ensure that it is a sustainable and high-quality resource in the future.",greenwash,,
Romerquelle,2023,https://www.beuc.eu/sites/default/files/publications/BEUC-X-2023-143_Unbottling_greenwashing_Identified_practices.pdf#page=0.50,"Made from 100% recycled PET bottles” accompanied by an asterisk after the claim, leading to “*does not refer to the label and cap”.","This depiction of plastic bottle recycling is far from living up to either the current reality or even future potential of the plastic recycling system: used plastic bottles do not and cannot become new plastic bottles in an infinite loop. Even if they could, it would not mean that plastic beverage bottles are an environmentally neutral or “sustainable” product: they still have an overwhelmingly negative impact on the environment compared to tap water and use of refillable bottles."," Operator of a mineral water company located in Vienna, Austria. The company is engaged in the manufacturing balanced mineralized and a low sodium concentration fresh water from the spring intended to provide with important mineral nutrients and trace elements.",greenwash,,
jbs,2021,"https://www.iatp.org/new-york-ag-greenwashing-case-against-jbs#:~:text=In%202022%2C%20IATP%2C%20represented%20by,claims%20were%20misleading%20to%20consumers.","JBS claimed in a 2021 Earth Day ad: “Bacon, chicken wings and steak with net zero Emissions. It’s Possible.”","In 2022, IATP, represented by Earthjustice and Richman Law and Policy, challenged JBS’ net-zero advertising before the Better Business Bureau’s National Advertising Division (NAD), charging that the company’s climate claims were misleading to consumers. In January 2023, the NAD decided in IATP’s favor, and in June 2023, the National Advertising Review Board rejected JBS’ appeal, calling on the company to discontinue its net-zero claims.","JBS S.A. is a Brazilian company that is the largest meat processing enterprise in the world, producing factory processed beef, chicken, salmon, pork, and also selling by-products from the processing of these meats. It is headquartered in São Paulo. It was founded in 1953 in Anápolis, Goiás.",greenwash,,
mcdonalds,2020,https://corporate.mcdonalds.com/corpmcd/our-stories/article/net-zero-climate.html,"mcdonand's claims a""8.5% reduction in the absolute emissions of our restaurants and offices from the 2015 baseline toward our 2030 goal of a 36% reduction.""","But restaurants and offices account for a very small portion of McDonald’s emissions, which means the 8.5% slice is much smaller than marketing makes it appear. The drop mostly comes from McDonald’s switching to more energy efficient lightbulbs at its nearly 40,000 restaurants, said Dexter Galvin, global director of corporations and supply chains for CDP. The environmental transparency non-profit works with McDonald’s and other big corporations to implement and assess progress on companies’ climate plans.","McDonald's Corporation operates and franchises restaurants under the McDonald's brand in the United States and internationally. It offers food and beverages, including hamburgers and cheeseburgers, various chicken sandwiches, fries, shakes, desserts, sundaes, cookies, pies, soft drinks, coffee, and other beverages; and full or limited breakfast, as well as sells various other products during limited-time promotions. The company owns and operates under various structures comprising conventional franchise, developmental license, or affiliate. McDonald's Corporation was founded in 1940 and is based in Chicago, Illinois.",greenwash,,
interface,2022,,"Carbon negative carpet tile changed everything for us. We now know it’s possible to store more carbon than we emit. We want to challenge ourselves and others to become carbon negative, enterprise wide, without offsets. This is an important step on our journey to reverse global warming.",no accusation found,"Interface, Inc. is a global manufacturer of commercial flooring with an integrated collection of carpet tiles and resilient flooring, including luxury vinyl tiles (LVT) and nora brand rubber flooring. Interface, Inc. 1973, in LaGrange, Georgia, U.S.",not greenwash,Cradle to Cradle,
